quoter,quote,quotee,qomments,comments,id,1292
ALT,imagine if you meant to put your square dancing shoes on but instead you put your bomb shoes on,RYN,,,1171688054130483261,
ALT,why are your arms made of cooked spaghetti?,JB,,,1171692119690313768,
ALT,that last part actually made more sense than i hoped it would,ABK,,,1172071472047587339,
HJH,What's the type of cake you mentioned?,HJH,to JB,,1172081058351693875,
HJH,Fried okra,ABK,,,1172081058351693875,
HJH,I've never seen blue Josh; I've only heard of blue Josh,JZ,,,1172082104021028895,
HJH,"You take the blue Josh, you wake up in your bed, ... You take the red Josh, and you find out exactly how far the rabbit hole goes",ABK,,,1172082104021028895,
RYN,The division of student life hates student life.,CJQ,,,1172201370384871505,
RYN,Yeah that's why they're dividing it.,VLB,,,1172201370384871505,
#N/A,"One Josh, Two Josh, Red Josh, Blue Josh",AYB,,,1172254646258110476,
PH,"Ah, diethyl ether, my favorite stuff",chemistry professor,,,1172262890384932894,
RYN,There's an impasta!,CJQ,pulling a piece of spaghetti out of a pot of fettuccine,,1172315144718655570,
ALT,do most people who take fun with erik demaine and do things that are good end up writing papers?,HJH,,,1172376799192297482,
#N/A,If Banandy’s name were Andy…,HJH,,,1172397567133368320,
ALT,"yeah, i forget schwa exists, cause... it's like, it's a very mid vowel",HJH,,,1172801464977076264,
AYB,You get more pp if you turn on things,ALT,,,1173117616999649441,
RYN,Grician maxims don't apply to ET,CJQ,,,1173126502238400552,
#N/A,Josh is under 4th table,JB,,,1173926022106841138,
#N/A,I am now more confident that Josh is under 4th table,JB,sticking head under 4th table,,1173926285857263646,
AYB,I have the pen-pineapple-apple-pen merger,ALT,,,1174566770678440036,
HJH,Power is a food and blood is a drink,DHH,,,1174581986476703864,
HJH,Playing Spirit Island sounds better than doing a pset,HJH,,,1174898359849451590,
HJH,I agree,AYB,,,1174898359849451590,
HJH,I agree,CJQ,,,1174898359849451590,
HJH,I agree,MH,,,1174898359849451590,
HJH,I disagree,LMN,,,1174898359849451590,
ALT,i guess i've been pigeonholed into being a top,VLB,,,1175310969094815774,
RYN,Alyssa is dating the sanitizer,HJH,,,1175326420533264437,
AWD,I might be a C4 dancer. I'm saying that while Helen isn't here,ALT,,,1175584135327252480,
ALT,are horcruxes and donuts slash bagels the same thing?,AWD,,,1175587345727234299,
DHH,see!? the chicken!! the chicken's in the bread pan! it's picking out dough!,ALT,,,1175817743988179025,
CJQ,"if we increase the frequency of erik demaine, he will move into the ultraviolet",AYB,,,1176024105326223450,
HJH,Two ET residents walk into a bar. Ouch. Ouch. Then one of them has to write a 0 on the whiteboard,AYB,,,1176346732674682931,
LMN,i guess most people your age are 21 now,VLB,,,1176363096793686026,
PH,"warning, there will be two--",LMN,,,1176658789458509848,
PH,DING DING,bell,,,1176658789458509848,
PH,bells,LMN,,,1176658789458509848,
HJH,"Whenever I say box box, it makes me sound uncomfortably like a chicken",Henry Cohn,,,1177401804510736395,
DHH,I think having dragons is a fire hazard,AYB,,,1177862971016351806,
RYN,We can just feed them Andrey or something,DHH,,,1178105016633008311,
ALT,we are about to begin our final descent into st louis,flight attendant,at the end of STL-BOS flight,,1178135617075417180,
ALT,"speaking of foods that cause pain, and going back to the uranium discussion,",ABK,,,1178477083131908228,
HJH,The plan for traumatizing Banandy looks like Minnesota,LMN,,,1178560527358771361,
HJH,"Oh, I should remove the push pins from someone's bed",ALT,,,1178571590124965888,
HJH,I appreciate that you talk; I just didn't like what you said,AYB,,,1178895108188409916,
HJH,I sound like someone with an unhinged idea about making nonvegetarian tofu,PH,,,1178904239884488755,
ALT,you look like offbrand santa,PH,to ABK,,1179198973311991898,
DHH,three by one is really simple,Lily,,,1179242132976967842,
ALT,"like, literally if a piece of dust lands on my eraser, that's gonna like multiply pi by 10 or something",JB,,,1179310190416367667,
HJH,'Does Banandy have a name? We should name them',DHH,,,1179573647141257258,
ALT,i feel like pset hard is anticorrelated with pset complete,HJH,,,1179666951539273788,
ALT,"man, a pset complete pset would be such a powerful pset to complete",JB,,,1179667164169506916,
ALT,"i think it's better if they always kiss than if they never kiss, like by a significant amount",JB,,,1179877109188018246,
ALT,this cup is full of josh's personality,HJH,,,1180294898235224185,
PH,"""I think that all the detectives I know are dogs",DHH,,,1180358849069334528,
DHH,"Oh, this one's different! The world isn't exploding! The blue hedgehog and the robot are taking a nap, but the world's not exploding",RYN,,,1180421068389883935,
PH,I have great-great-grandkids,DHH,,,1180682039507296266,
ALT,walks into front rooms,HJH,,,1180703651552038912,
ALT,"hypothetically, if i were to play a game of semantle, what would be a good word to start with",HJH,,,1180703651552038912,
ALT,uh... deconstruction,ALT,,,1180703651552038912,
ALT,walks out of front rooms,HJH,,,1180703651552038912,
ALT,walks into front rooms,HJH,,,1180703651552038912,
ALT,i feel lied to. that wasn't the answer,HJH,,,1180703651552038912,
ALT,what the fuck is gasoline buffalo???,JB,,,1180751338947219506,
HJH,It sounds like a portmanteau of monster and Cinderella,JB,,,1181362907477463050,
HJH,Friday is Friday. Friday is not not Friday,ALT,,,1181379558411337749,
PH,Question for bnanady... bnana.... abnady,HJH,,,1181388987697471509,
HJH,My model of Jordan was that they're taller than you,MH,to DHH,,1181410116562600057,
AYB,I guess I have slept with —,LMN,about to say “Jason” before cutting off,,1181430466784530442,
HJH,Places have included the friggin' place. I hope this helps,ALT,,,1181438745724059688,
DHH,i grew up in the spaghetto,ALT,,,1181810846578528366,
ALT,i grew up in the rr-- never mind,DHH,,,1181810976081854484,
ALT,did you know that and is a preposition?,DHH,,,1181872285024522280,
RYN,"Don't think of it as misinformation, think of it as advertising",PH,,,1181932200338411530,
HJH,"What, chugging food coloring makes you immortal?",DHH,,,1182093778106986627,
HJH,I think I have the monserella motserella merger,AYB,,,1182107916812161115,
HJH,Isn't punching people in the face fun?,ALT,,,1182466346240458853,
RYN,Bananas are decidedly not rectangles,YY,,,1182528781940961290,
PH,I need a really longgggg neck,ALT,,,1182537215771947109,
HJH,I'm imagining someone who had an unexpected name change,RYN,,,1182542318901919836,
HJH,That's me! I was surprised by my name change!,ALT,,,1182542318901919836,
HJH,My last name has vowels,ALT,,,1182555358749794364,
PH,"Is this, like, a halfway house?",gutter cleaning guy,,,1183126722216988743,
RYN,The banana-ness of an object doesn't really change how you interact with it,ABK,,,1183267176585629767,
PH,Is setting Jell-O the same as setting bones?,VLB,,,1183498932014301244,
LMN,your hair is so pretty. it reminds me of water pollution,PH,,,1183954885092323408,
ABK,It is my best skill to say funny quotes and get them put on #quotesirl. It is the most valuable skill I have.,PH,,,1183955294582214776,
HJH,"||Jessica     ||, guess what?",ALT,,,1184279126350245978,
HJH,What?,JZ,,,1184279126350245978,
HJH,Ted Lizotte kills Snape Dumbledore!,ALT,,,1184279126350245978,
HJH,Nooooooooo!,JZ,,,1184279126350245978,
HJH,*walks into front rooms*,ALT,,,1185458104624742420,
HJH,"Wow, a banana!",HJH,,,1185458104624742420,
HJH,"*looks around, confused*",ALT,,,1185458104624742420,
HJH,*walks out of front rooms*,ALT,,,1185458104624742420,
HJH,*≈2 minutes pass*,time,,,1185458104624742420,
HJH,*walks into front rooms carrying a giant inflatable banana*,ALT,,,1185458104624742420,
HJH,"Wow, two bananas!",HJH,,,1185458104624742420,
PH,"I should play Celeste, but I'm bad at video games",PH,,,1185705540018516129,
PH,"Don't worry, there's a cis mode",Chloe,,,1185705540018516129,
HJH,What are mangoes,ALT,,,1186140566250066081,
PH,they could do it by requiring that your bowls be golfed,VLB,,,1186145922388856882,
HJH,Holden is conjecturing that when the turn signal is off the turn signal is off,DHH,,,1186876149402435694,
RYN,"Your legs are already tied together, it's fine if your ears are too",DHH,,,1187575586323972207,
HJH,"What pasta shape? Is it penne, the worst pasta shape?",HJH's friend 1,,,1187956459783340093,
HJH,I thought we were friends!,HJH's friend 2,,,1187956459783340093,
PH,"Yes, the IPA spells them differently, but it's the same sound",PH's sister's friend,,,1190495894181789827,
PH,Spotted lanternfly? I sure hope you didn't,PH's sister,,,1190775651800715314,
ALT,i will had a birthday soon,ALT,,,1194059720852504576,
ALT,is everyone currently in boston in this room right now?,ALT,,,1194062467941273601,
ALT,(thinking),everyone,,,1194062467941273601,
ALT,"... well, no",HJH,,,1194062467941273601,
HJH,Things can look nonvisually,ALT,,,1194178110820716595,
HJH,8 is not a number,ALT,,,1194178141023916042,
HJH,Oh right. I forgot that 8 is a number. It's just a really bad one though,ALT,,,1194178562727628800,
HJH,I don't know anything about bananas,ALT,,,1194895397244633168,
ALT,i've heard that if you actually try to spoon it's not that difficult,HJH,,,1194919775705518080,
HJH,Because Outer Wilds is a-,ALT,,,1195148610573176853,
HJH,2 player abstract strategy game,MH,,,1195148610573176853,
PH,"You can't spell ""A"" without many letters from my name",ALT,,,1195158033744019577,
PH,"""Look at those radiators. They're amongus radiators",HJH,,,1196240552149123114,
STL,"I guess by a lot, I mean 3",JZ,,,1196348321124585512,
STL,deck-like rogue builders,VLB,,,1196665188552806460,
HJH,Let's make it interesting. Let's make a hexagon with 10 sides,IAP class instructor,,,1196956079528087582,
ALT,what's the point of jail?,VLB,,,1197067522944544788,
ALT,well you still have to solve the only connect walls to leave,AYB,,,1197067522944544788,
STL,There's no law saying you can't get out of jail,AYB,,,1197067568503078943,
